Fecha,Plataforma,Tipo_Contenido,Impresiones,Likes,Comentarios,Seguidores_Ganados,Ventas_Generadas
2023-11-22,TikTok,Story,34153,289,761,269,60
2024-11-01,TikTok,Reel,41002,2630,874,35,52
2023-05-05,Pinterest,Video,37174,4286,1074,238,25
2022-10-03,Pinterest,Post,37760,7482,603,169,114
2023-11-24,TikTok,Reel,42998,188,811,-15,39
2022-08-30,Pinterest,Post,2573,2556,1081,-15,87
2022-05-06,TikTok,Video,49964,4215,988,170,115
2022-08-05,Instagram,Reel,6769,4530,708,127,135
2024-11-28,TikTok,Reel,17694,4775,480,237,20
2023-05-10,TikTok,Video,27311,2295,596,197,42
2023-03-03,Facebook,Story,7341,4350,20,69,20
2024-07-07,TikTok,Reel,44223,1799,491,291,130
2022-05-31,TikTok,Reel,35300,617,710,-11,30
2023-01-19,Facebook,Post,10199,5127,1169,66,154
2022-11-04,Pinterest,Story,46005,4950,624,229,26
2024-01-16,Facebook,Post,11262,5856,1023,130,72
2024-06-10,Instagram,Post,40397,7052,781,92,184
2023-01-10,Facebook,Story,42056,931,451,9,96
2024-10-28,Instagram,Story,2647,6181,294,107,160
2022-05-09,Pinterest,Video,33883,5119,213,57,89
2024-10-11,Facebook,Story,34215,689,417,34,43
2023-10-31,Facebook,Reel,38945,5600,681,284,42
2023-06-01,Pinterest,Story,41134,4011,668,13,30
2022-03-27,Instagram,Video,2513,4470,294,84,116
2022-11-07,Facebook,Video,20581,4587,155,151,192
2023-03-03,Instagram,Video,17374,4949,859,1,75
2022-04-24,Facebook,Story,38255,2385,612,266,144
2022-10-30,TikTok,Story,9233,4371,374,84,142
2024-01-14,Facebook,Post,9979,5233,709,128,33
2023-08-11,Pinterest,Post,10325,5112,830,251,79
2024-09-13,Pinterest,Reel,21804,3035,1009,255,3
2022-12-11,Instagram,Post,36194,609,381,278,71
2024-03-24,Facebook,Reel,40550,763,977,151,97
2024-03-11,Instagram,Video,16135,4643,122,26,109
2024-10-21,Instagram,Post,49115,7042,1033,93,27
2024-12-12,TikTok,Story,21260,7119,448,254,129
2024-12-28,TikTok,Post,9990,4038,759,283,16
2022-12-27,Pinterest,Reel,21752,6253,644,186,57
2024-10-06,Instagram,Post,40254,7614,128,221,126
2023-12-05,Pinterest,Video,7362,306,662,280,8
2023-07-29,Facebook,Story,45427,626,826,175,30
2023-11-19,Instagram,Reel,4923,6432,668,143,193
2024-02-20,Instagram,Story,10950,87,364,155,87
2023-08-08,Facebook,Story,41427,2122,627,250,61
2023-08-12,Facebook,Reel,35341,4555,1085,89,18
2023-05-04,Pinterest,Story,23054,510,923,151,80
2024-08-28,Pinterest,Story,32326,7788,1178,181,106
2023-05-09,Facebook,Post,43379,7181,456,147,54
2022-01-19,Pinterest,Story,7325,1490,1190,81,155
2023-02-01,Facebook,Story,43920,6550,124,65,111
2024-09-27,Instagram,Story,12954,4528,586,121,122
2024-04-30,Instagram,Story,24751,1882,103,192,177
2024-04-01,TikTok,Reel,21148,7375,1195,30,64
2023-03-31,Instagram,Video,41236,4714,518,91,123
2023-12-26,Facebook,Post,25030,7650,668,250,2
2024-12-24,Pinterest,Story,13016,5217,405,44,179
2023-12-12,TikTok,Story,47558,3449,369,162,137
2022-05-23,Pinterest,Reel,41044,482,585,-11,20
2024-07-05,Facebook,Video,9058,7648,625,213,36
2024-04-07,Instagram,Story,9219,4201,832,277,14
2023-08-28,TikTok,Reel,5386,6770,251,223,86
2022-11-01,Facebook,Post,28685,6461,438,246,119
2024-01-06,TikTok,Post,37887,6262,1121,97,136
2022-10-18,TikTok,Story,22075,1801,619,123,43
2022-04-12,Instagram,Story,47224,2097,947,180,38
2024-05-16,Facebook,Video,43613,5047,967,218,132
2024-08-25,Pinterest,Video,40143,5770,628,225,24
2024-08-31,TikTok,Story,10600,7666,325,-13,55
2024-04-21,TikTok,Reel,8356,2890,860,131,120
2024-08-19,Pinterest,Video,38669,306,66,190,89
2024-07-30,Facebook,Story,29304,721,304,137,63
2024-10-23,TikTok,Video,36290,539,407,37,199
2022-03-26,TikTok,Story,31488,6939,959,65,179
2022-11-24,TikTok,Post,44943,3764,257,34,88
2024-03-26,Facebook,Story,11412,2146,482,180,111
2023-03-30,Facebook,Post,39006,1732,164,101,75
2023-09-21,Pinterest,Video,48394,4461,965,87,136
2023-10-27,Facebook,Story,22868,2510,1194,283,137
2022-01-12,Facebook,Video,2270,4579,209,111,9
2022-10-31,Instagram,Post,12805,5171,1166,177,61
2024-09-01,Pinterest,Story,10469,3962,862,26,89
2024-02-22,TikTok,Video,12904,2025,764,207,59
2022-02-12,Facebook,Post,9489,3266,725,224,146
2024-08-01,TikTok,Video,36483,6125,1045,182,106
2022-12-09,TikTok,Reel,45248,1439,72,240,37
2023-05-13,Instagram,Post,39962,4565,137,157,133
2022-12-30,Facebook,Post,19860,5742,923,3,142
2024-06-09,Pinterest,Post,20621,3906,434,154,46
2023-03-03,Facebook,Story,26787,1634,312,253,172
2024-10-01,TikTok,Story,43929,4989,654,240,132
2022-01-21,Pinterest,Story,34660,5613,416,265,77
2023-02-11,Facebook,Reel,7289,3013,101,-20,52
2023-09-11,TikTok,Reel,27681,4579,1182,65,193
2024-10-11,TikTok,Post,14885,6836,1055,48,61
2022-12-02,Instagram,Reel,17561,5724,1088,10,22
2023-02-03,Instagram,Video,605,6250,206,177,43
2024-03-03,Instagram,Post,44747,7779,766,70,51
2023-12-16,TikTok,Post,21637,5109,878,-5,45
2022-02-20,Facebook,Video,35214,1026,585,289,146
2022-11-20,Instagram,Post,6044,7395,374,255,83
2024-02-28,Facebook,Reel,13775,3414,537,141,46
2022-05-21,Instagram,Story,40253,95,1180,171,90
2023-04-15,Pinterest,Video,35050,1243,1130,130,51
2024-02-26,Pinterest,Reel,20141,3392,903,92,23
2024-08-21,Instagram,Video,6713,4562,611,252,144
2024-10-04,TikTok,Video,14985,4993,877,155,88
2023-01-08,Instagram,Post,16105,6332,1153,128,173
2023-05-09,Instagram,Post,38137,296,774,157,63
2024-01-21,TikTok,Reel,20890,3269,838,202,118
2022-10-18,Pinterest,Video,10367,4375,1003,238,155
2022-04-16,Facebook,Post,4481,841,942,252,177
2023-11-01,Instagram,Post,9993,686,240,168,63
2022-01-02,TikTok,Video,6182,3825,166,285,155
2023-08-12,Instagram,Reel,6282,2471,558,69,85
2023-10-06,TikTok,Reel,30299,7297,792,241,55
2022-03-31,Facebook,Video,42405,7823,1096,135,58
2022-12-16,Facebook,Reel,17484,4883,563,179,132
2024-11-28,Pinterest,Post,46280,1138,265,34,181
2024-06-27,TikTok,Video,23260,4233,221,233,171
2022-06-08,TikTok,Post,26493,3209,1152,152,169
2024-08-16,Pinterest,Story,2024,762,809,179,199
2022-11-08,Pinterest,Story,49902,5895,1190,81,124
2023-03-21,TikTok,Reel,26620,5373,205,264,184
2022-10-25,Pinterest,Story,578,6082,406,130,46
2024-08-09,Facebook,Post,36391,5551,279,90,120
2022-02-05,Instagram,Story,25973,4746,210,245,152
2023-07-13,Facebook,Post,40332,5645,1068,70,101
2024-06-09,Pinterest,Reel,46336,3694,871,156,43
2022-05-21,TikTok,Reel,8917,7823,97,210,14
2024-06-05,TikTok,Post,13862,3940,1070,8,104
2023-12-27,Facebook,Story,1709,2636,383,280,50
2024-11-15,TikTok,Reel,38421,4359,1135,174,52
2023-06-05,Pinterest,Video,5398,6267,69,286,33
2022-01-10,Facebook,Reel,19062,2158,369,218,123
2024-09-10,TikTok,Story,11371,4843,825,246,76
2023-01-13,Instagram,Video,8110,3664,1052,193,135
2023-11-13,Instagram,Story,44345,1292,544,61,122
2023-08-07,Pinterest,Post,27882,2109,1090,107,69
2022-06-01,TikTok,Video,16291,7007,495,241,20
2023-12-21,Pinterest,Story,35812,3536,233,46,107
2024-12-08,Facebook,Video,38790,6225,1048,41,107
2024-05-08,Instagram,Story,2870,5329,7,112,134
2022-02-19,Facebook,Video,20165,5146,915,116,89
2023-10-26,TikTok,Story,5210,4382,311,7,78
2023-06-15,Pinterest,Post,828,3860,436,190,183
2024-12-19,Pinterest,Video,46951,5350,140,184,176
2024-05-06,Pinterest,Video,38847,3950,519,232,41
2022-05-26,Facebook,Video,21112,2655,197,17,150
2024-07-03,Instagram,Video,46390,7558,877,22,51
2024-09-19,Facebook,Post,7294,5627,1146,96,101
2022-08-30,Facebook,Video,33388,5249,670,169,104
2023-08-04,TikTok,Reel,7249,4792,213,25,78
2023-11-18,TikTok,Post,47031,7989,956,145,111
2023-04-28,TikTok,Reel,21108,3084,1062,284,180
2023-11-04,Instagram,Video,15950,7013,653,182,103
2023-09-23,Instagram,Story,4175,7976,124,212,15
2023-10-23,TikTok,Reel,18960,4618,631,224,95
2023-10-24,TikTok,Video,38911,7888,529,188,36
2024-03-15,Instagram,Reel,12060,7932,773,227,145
2023-02-23,Pinterest,Video,32963,4257,1117,274,147
2024-09-14,Instagram,Video,32163,4101,516,137,45
2023-10-12,Instagram,Video,48651,3413,51,-20,1
2024-08-26,Instagram,Story,3670,4071,776,196,118
2023-08-13,TikTok,Reel,33623,1895,744,228,86
2023-05-24,Pinterest,Post,29310,5800,526,48,93
2023-03-17,Instagram,Post,10218,432,138,9,190
2024-07-09,TikTok,Post,528,4162,252,94,2
2024-02-09,Facebook,Post,48099,4638,440,-13,173
2022-09-20,Facebook,Video,17897,7548,690,254,110
2023-09-29,Instagram,Reel,44162,7119,590,294,176
2023-04-04,Facebook,Reel,42287,3860,355,15,0
2024-09-25,Pinterest,Story,45906,1946,147,290,104
2023-12-01,Facebook,Reel,48157,1559,971,23,21
2022-10-29,Facebook,Reel,2524,7623,808,134,141
2023-07-08,Pinterest,Reel,39107,4262,722,56,172
2022-10-15,Instagram,Story,14003,1628,647,57,133
2023-09-13,Instagram,Post,10803,929,505,80,64
2024-10-02,Pinterest,Reel,17638,2212,374,9,20
2022-02-05,Pinterest,Story,25845,5964,1114,18,3
2024-01-14,Pinterest,Story,30005,1622,791,218,130
2022-12-19,Facebook,Video,2406,7007,743,-8,112
2022-03-14,Pinterest,Story,40667,1698,954,101,29
2023-10-10,TikTok,Post,8461,7764,526,123,30
2024-12-29,Facebook,Reel,26640,4789,493,151,161
2023-03-01,Instagram,Story,12531,1409,401,226,19
2024-09-25,Instagram,Post,15628,4481,900,226,53
2023-12-09,Instagram,Story,16163,3019,359,24,125
2023-07-15,Facebook,Story,34728,4010,951,232,152
2024-04-07,TikTok,Story,16182,3861,292,270,14
2024-08-13,Pinterest,Story,15693,4292,1002,186,165
2023-06-01,Pinterest,Story,29061,4267,540,-14,150
2023-03-04,Instagram,Post,44313,130,855,221,179
2022-06-09,Instagram,Reel,8266,2782,842,89,193
2022-05-29,Facebook,Reel,30344,7883,172,93,184
2024-02-15,TikTok,Reel,29932,2759,954,286,56
2022-03-08,Pinterest,Reel,30004,2472,625,281,78
2024-10-10,Facebook,Post,37646,3691,432,255,179
2023-01-16,Pinterest,Video,40797,6256,494,75,162
2022-02-27,Instagram,Video,21358,4649,359,273,13
2022-12-08,Pinterest,Post,3571,717,200,168,90
2023-12-28,TikTok,Post,17439,2546,549,267,13
2024-02-09,TikTok,Story,25431,3549,721,133,98
2023-09-06,Instagram,Story,44960,7061,828,37,32
2022-12-20,TikTok,Story,1540,3548,936,29,179
2022-04-26,TikTok,Reel,3186,1494,1007,186,0
2023-10-24,Facebook,Story,13166,1395,663,31,33
2023-03-29,Pinterest,Video,35821,6873,943,129,18
2022-10-14,Instagram,Reel,2279,1239,784,32,151
2024-10-13,Instagram,Story,13686,5766,15,192,3
2022-11-07,Instagram,Reel,16959,6126,400,45,163
2022-07-27,Instagram,Video,21210,5818,735,211,76
2023-09-10,Instagram,Story,22719,6654,413,278,57
2023-03-22,TikTok,Video,5557,508,366,130,159
2023-11-01,Facebook,Video,19233,1262,1031,184,136
2023-09-25,Instagram,Video,19657,4609,88,299,102
2022-02-24,Facebook,Story,35530,961,160,234,66
2024-06-30,Facebook,Post,20113,6572,711,116,115
2024-11-01,TikTok,Story,43576,1075,476,114,147
2023-10-19,Instagram,Video,17992,7835,623,33,119
2024-09-06,TikTok,Story,21246,2461,138,44,189
2023-05-30,Instagram,Video,5688,121,792,-19,185
2022-08-25,TikTok,Post,42070,5596,911,111,21
2022-12-14,Facebook,Reel,30180,2735,868,11,111
2023-09-19,Instagram,Post,38325,1243,671,222,194
2023-09-22,Pinterest,Post,37266,7422,281,171,74
2022-12-30,Facebook,Reel,9364,1898,886,121,175
2022-11-17,Pinterest,Story,36945,2434,17,127,135
2022-10-13,Facebook,Reel,6296,2072,346,68,142
2022-05-29,TikTok,Story,47718,7689,39,28,31
2023-02-10,Instagram,Story,39631,6388,563,115,180
2024-09-04,Facebook,Video,8623,3791,409,170,66
2023-04-01,TikTok,Video,8722,5157,662,128,3
2024-03-10,Instagram,Reel,24574,4798,163,66,29
2024-10-09,Instagram,Post,46922,1348,960,-13,12
2024-02-23,Facebook,Reel,30325,4152,1138,202,20
2023-04-05,Instagram,Story,37339,954,553,-5,40
2024-01-08,Facebook,Video,42076,3076,989,275,120
2023-05-24,Instagram,Reel,3286,2078,283,85,18
2023-04-26,Pinterest,Reel,34138,6759,483,262,47
2022-04-24,TikTok,Video,37464,4761,115,83,85
2024-01-19,Pinterest,Video,45064,6019,435,125,62
2022-12-27,Facebook,Video,26488,2670,546,14,147
2022-12-07,Pinterest,Story,36007,2696,1143,92,191
2024-02-09,Facebook,Video,34208,4915,1118,287,36
2024-01-31,Instagram,Post,33608,7395,364,32,30
2024-08-26,Instagram,Reel,30215,2339,376,60,73
2023-03-25,Facebook,Video,24306,7420,1043,83,145
2024-04-14,Pinterest,Video,37401,5712,959,221,106
2022-11-07,Instagram,Story,17543,3922,263,10,102
2022-09-19,TikTok,Story,10725,1535,782,296,109
2023-02-10,Instagram,Reel,10252,3201,124,171,19
2022-05-23,TikTok,Post,3957,7740,980,212,138
2022-12-08,Pinterest,Reel,43116,1490,917,77,85
2022-09-01,TikTok,Video,9741,815,1156,13,43
2023-05-05,TikTok,Post,953,4529,727,222,81
2022-01-12,TikTok,Post,10396,2488,527,38,63
2023-07-15,TikTok,Post,22326,7089,329,238,121
2022-02-11,Instagram,Post,11476,4142,1078,-4,161
2023-11-09,TikTok,Reel,49140,4833,73,57,86
2023-08-17,Instagram,Story,34086,1199,395,185,64
2022-05-14,TikTok,Story,5368,3615,387,281,54
2024-12-26,Facebook,Video,16896,4192,20,145,73
2024-10-27,Pinterest,Story,32134,7935,850,270,116
2024-08-05,TikTok,Story,12671,7693,873,91,128
2022-03-14,Facebook,Story,24611,2022,572,296,165
2023-02-03,TikTok,Story,34188,2716,136,124,136
2023-08-01,TikTok,Video,21804,513,277,135,94
2024-05-08,TikTok,Reel,42774,6018,488,157,198
2022-05-10,Facebook,Post,39743,4268,554,115,144
2024-07-19,Pinterest,Story,28753,7691,361,294,98
2022-09-23,Facebook,Reel,31480,2231,1076,-3,111
2024-03-03,Pinterest,Story,2517,1692,1038,134,51
2022-09-10,TikTok,Story,8457,3938,237,251,145
2024-04-01,Instagram,Post,49498,890,40,245,190
2022-06-13,TikTok,Post,42688,5731,417,-5,32
2022-04-05,Pinterest,Post,5292,7042,1032,-9,3
2024-04-12,Facebook,Story,13737,2704,48,54,86
2022-12-02,TikTok,Story,16751,5949,572,191,74
2024-04-01,Facebook,Story,19752,4168,744,158,179
2022-08-26,Facebook,Post,11207,615,118,108,8
2023-01-16,Facebook,Video,34706,6055,401,262,63
2024-06-17,TikTok,Reel,29240,6959,470,174,29
2023-04-28,Facebook,Video,4043,1014,851,247,135
2024-06-20,Facebook,Story,44635,2332,506,9,132
2024-11-14,TikTok,Story,48788,1045,445,-12,75
2023-04-27,Facebook,Video,39611,7276,73,288,190
2024-07-05,TikTok,Story,35531,1237,330,289,128
2024-09-20,Pinterest,Reel,43429,5940,71,144,14
2024-08-21,Pinterest,Story,711,4971,308,172,88
2023-06-21,Pinterest,Reel,47077,4361,976,284,165
2024-11-01,Facebook,Video,40295,3304,488,239,169
2022-05-08,Instagram,Video,831,7786,933,171,127
2022-04-02,Instagram,Story,23744,706,1187,58,173
2023-06-27,Facebook,Reel,8669,3032,153,158,180
2024-04-25,Instagram,Story,22604,1163,1055,70,25
2024-09-15,TikTok,Post,42401,6133,991,194,60
2023-03-23,Instagram,Post,15091,4456,588,58,122
2023-01-25,Facebook,Post,32211,606,252,82,66
2023-11-03,Facebook,Post,49393,3069,1129,90,181
2022-02-12,TikTok,Story,1227,2354,706,293,149
2022-09-11,Pinterest,Post,21859,2630,100,226,25
2024-12-19,Facebook,Reel,44322,5702,286,213,82
2023-10-25,TikTok,Video,36511,101,326,61,107
2023-04-12,Instagram,Video,38363,1411,533,111,110
2022-10-14,Instagram,Post,47077,1244,267,214,59
2024-10-07,TikTok,Post,23498,4069,584,257,38
2024-02-17,TikTok,Post,11429,3188,298,78,122
2022-12-11,Facebook,Story,15342,1698,399,17,35
2023-10-04,Instagram,Video,24019,6493,517,140,20
2023-01-17,TikTok,Post,17893,721,925,96,168
2023-11-21,Instagram,Reel,34818,827,814,220,117
2024-12-15,TikTok,Post,9495,4977,924,5,47
2023-04-02,Instagram,Video,29156,2329,697,115,25
2024-09-09,Pinterest,Post,48434,3072,239,29,190
2022-03-24,Facebook,Video,40760,1910,956,273,35
2022-05-29,Instagram,Post,45769,3189,1036,277,151
2022-07-09,Pinterest,Reel,16067,5675,543,272,127
2024-06-01,Instagram,Post,29340,6221,824,133,148
2022-09-20,Instagram,Reel,24331,6118,1119,199,145
2023-02-04,Pinterest,Reel,13765,7845,276,119,14
2024-02-03,Instagram,Post,5924,1124,1033,28,78
2023-09-01,Instagram,Reel,21125,1766,1146,121,133
2024-02-24,Facebook,Story,14586,1333,597,25,170
2022-04-11,Pinterest,Post,29687,4736,980,142,158
2024-03-30,Pinterest,Post,36429,6978,119,264,27
2024-03-30,TikTok,Reel,21039,6813,267,247,135
2023-02-24,Instagram,Reel,25603,2036,211,95,156
2022-05-04,Facebook,Post,28374,2683,307,61,148
2023-02-26,Instagram,Story,9715,7904,116,23,119
2024-12-22,Instagram,Reel,39885,1051,189,173,87
2024-02-07,TikTok,Reel,22544,6377,905,237,185
2023-04-28,Instagram,Video,12426,1096,225,252,187
2023-06-03,Facebook,Story,48360,2226,1145,253,177
2022-06-04,Facebook,Story,32001,2388,1098,257,30
2022-04-02,TikTok,Post,30274,1905,902,62,46
2024-09-08,Instagram,Story,25508,550,1098,37,33
2023-03-31,Facebook,Post,49428,2283,626,32,1
2023-08-21,Instagram,Video,18060,4624,431,-20,105
2023-05-25,Instagram,Story,24840,5740,648,195,194
2023-01-21,Instagram,Reel,25476,2589,572,296,93
2023-02-09,TikTok,Video,48906,4658,447,207,71
2022-09-03,Instagram,Post,28126,3764,605,233,51
2024-01-12,Facebook,Video,33220,7284,1165,138,134
2023-10-23,Instagram,Post,35501,6660,508,266,146
2023-10-12,Facebook,Video,5200,2382,135,45,89
2024-06-19,Instagram,Post,44295,650,222,288,91
2022-03-06,Facebook,Story,8360,5586,692,74,142
2024-11-02,Facebook,Reel,8026,5269,175,232,77
2022-08-01,Instagram,Post,38827,4334,616,129,175
2022-08-30,Instagram,Video,40000,1038,996,2,124
2023-05-08,Facebook,Post,3013,7083,1157,223,141
2022-12-04,Pinterest,Post,8330,1931,61,194,130
2022-06-22,TikTok,Post,15281,4533,250,110,49
2023-11-03,Pinterest,Video,8410,6434,148,127,92
2022-06-13,Pinterest,Reel,16347,5951,1079,88,123
2023-04-10,Instagram,Story,6149,6179,372,19,53
2024-09-21,TikTok,Reel,9620,1804,222,100,133
2023-05-12,Pinterest,Post,2451,2514,620,274,176
2023-12-01,Instagram,Video,10665,2273,1184,99,150
2023-01-30,Pinterest,Reel,14852,4532,446,-3,77
2023-12-04,Pinterest,Post,10246,1544,845,148,77
2022-11-04,Instagram,Story,44238,902,960,177,19
2022-07-02,Instagram,Story,29497,7450,703,122,90
2023-09-21,Instagram,Story,42454,6856,880,16,187
2023-05-25,TikTok,Post,24683,501,780,165,98
2023-06-30,Pinterest,Video,9304,2374,766,240,172
2023-09-16,Instagram,Reel,27669,7446,949,210,188
2023-08-17,Facebook,Story,1095,7388,927,233,55
2024-01-14,Pinterest,Post,30092,1808,939,276,1
2023-07-08,Facebook,Post,41143,4358,29,-11,104
2022-01-21,TikTok,Reel,21323,3403,810,209,172
2023-07-08,Instagram,Story,6472,4186,768,3,167
2023-02-01,Facebook,Post,16382,5291,1088,57,111
2023-09-17,TikTok,Reel,1358,7444,438,172,23
2022-04-15,Instagram,Video,6019,6487,883,88,156
2022-07-11,Facebook,Video,24269,4745,1094,259,194
2022-01-17,Facebook,Video,25520,3388,914,242,108
2023-01-28,TikTok,Story,43248,6170,569,247,67
2023-03-01,Instagram,Reel,37585,2638,110,238,113
2022-05-09,Instagram,Reel,20338,6176,100,64,193
2023-07-26,Facebook,Post,45412,1832,172,-11,83
2022-01-29,Facebook,Post,13379,5997,46,268,181
2024-10-30,Facebook,Post,34298,6644,108,281,180
2022-08-30,Instagram,Reel,42755,3570,524,38,48
2022-08-20,TikTok,Post,24790,1829,286,287,31
2024-02-28,TikTok,Reel,46573,3182,1071,241,60
2023-12-16,Instagram,Reel,10755,3623,951,264,169
2024-01-29,Pinterest,Video,1947,3268,1138,98,128
2024-03-12,TikTok,Post,43505,3807,753,147,190
2024-02-15,Facebook,Video,29695,4066,835,168,101
2023-12-27,Pinterest,Story,3350,2887,53,230,34
2022-07-19,Pinterest,Story,28900,2431,119,208,50
2024-08-02,TikTok,Story,12453,6050,1183,169,198
2022-03-20,Pinterest,Reel,41374,7084,507,295,44
2024-08-13,Pinterest,Reel,24035,7359,990,103,76
2024-05-05,TikTok,Reel,10500,6237,75,63,112
2023-04-12,TikTok,Post,10003,4289,1016,276,64
2023-08-04,Pinterest,Video,15993,3986,71,194,13
2024-07-28,Facebook,Reel,4555,4478,971,216,92
2023-03-25,Instagram,Video,38670,5143,185,92,130
2022-03-28,Pinterest,Video,32908,7714,617,196,23
2022-04-11,Pinterest,Video,42549,1469,701,225,64
2024-10-28,Facebook,Post,34940,4200,607,298,175
2024-04-24,Pinterest,Post,28751,1380,252,16,137
2022-03-28,Pinterest,Story,5032,2967,363,43,12
2022-02-12,Instagram,Story,5424,1496,253,198,141
2023-02-12,Instagram,Video,48537,1490,642,13,99
2023-10-26,Instagram,Story,13046,3794,954,18,137
2024-11-06,TikTok,Video,27079,2894,1116,46,167
2022-05-28,TikTok,Post,6585,6518,667,188,150
2022-10-04,Instagram,Post,12890,5879,180,297,98
2022-08-20,Instagram,Post,13780,5840,727,131,54
2023-01-01,TikTok,Reel,24618,4225,430,178,62
2023-03-12,Facebook,Video,5364,7248,775,68,70
2023-02-03,Pinterest,Post,42584,5130,707,227,169
2023-05-14,Pinterest,Video,34489,7329,85,58,98
2023-06-24,Instagram,Story,36128,6751,931,264,65
2023-07-17,Facebook,Story,27349,914,142,11,78
2023-03-18,TikTok,Post,28066,6910,474,66,72
2024-02-12,Instagram,Video,11202,5733,354,18,46
2022-12-16,Facebook,Post,41696,7867,1154,80,80
2023-06-04,Facebook,Story,15885,521,314,223,125
2022-05-18,Facebook,Post,9836,6267,1048,211,51
2024-09-18,TikTok,Video,31725,5722,1006,47,145
2023-01-03,TikTok,Story,36521,1552,273,171,145
2022-12-26,Pinterest,Reel,4282,4734,1031,7,151
2024-07-09,Pinterest,Story,23841,1460,774,249,22
2022-11-25,Facebook,Reel,24594,3820,20,205,139
2024-08-19,Facebook,Post,49611,1955,610,56,150
2023-04-08,TikTok,Post,24366,4709,817,202,20
2024-08-03,Pinterest,Video,19549,4051,1161,146,63
2024-08-20,Facebook,Reel,43219,3554,486,263,71
2024-04-15,Pinterest,Post,31492,3533,899,171,161
2022-06-18,Pinterest,Reel,49537,4612,273,68,129
2022-08-05,Facebook,Post,15067,648,418,11,68
2023-01-13,TikTok,Story,44951,5790,29,116,158
2022-04-29,Facebook,Post,4013,1041,320,135,67
2022-07-09,Facebook,Video,13835,1982,575,229,197
2024-02-06,Pinterest,Story,44640,2834,729,74,146
2023-01-05,Facebook,Video,39090,3091,1012,-4,127
2022-05-29,TikTok,Story,15337,6441,393,96,106
2023-10-14,Facebook,Reel,12622,5750,726,290,108
2024-02-09,TikTok,Video,35340,7337,448,-11,71
2023-01-09,TikTok,Post,31507,116,1003,59,102
2024-02-20,Pinterest,Reel,41797,6766,1085,113,140
2022-06-09,Instagram,Post,28184,3448,701,182,64
2022-12-17,Instagram,Story,26893,2800,975,95,133
2024-06-10,Pinterest,Story,23254,519,725,199,198
2023-06-07,Facebook,Post,21299,6686,372,232,111
2023-06-06,Pinterest,Post,39227,1774,346,148,154
2024-02-22,TikTok,Reel,9607,6856,308,295,78
2022-09-30,Instagram,Post,6493,6479,768,184,179
2024-07-24,Pinterest,Video,31305,4035,820,277,125
2022-07-02,Facebook,Video,28614,1681,116,227,120
2023-05-03,Pinterest,Post,38289,6505,882,50,86
2024-04-25,Instagram,Video,46814,6502,1034,135,47
2022-05-04,Pinterest,Post,43442,824,934,81,87
2024-09-11,Pinterest,Reel,16638,7314,707,-8,67
2024-02-29,Instagram,Video,45027,3062,850,250,171
2023-02-18,TikTok,Video,9690,5282,948,271,100
2023-11-17,TikTok,Post,27223,6157,283,199,16
2022-04-23,Instagram,Video,13386,7854,386,-6,37
2024-06-06,Pinterest,Story,17279,2553,17,217,137
2022-05-02,Instagram,Reel,28674,1536,307,96,53
2022-02-08,TikTok,Reel,29586,4069,164,35,133
2023-05-12,Facebook,Video,17822,4277,158,111,133
2024-02-19,Pinterest,Video,43096,979,758,205,51
2024-07-31,TikTok,Story,35778,3062,185,287,14
2022-05-29,Pinterest,Story,18533,5074,381,201,67
2024-10-18,Instagram,Video,20574,6314,780,152,184
2023-10-23,Facebook,Video,3935,5366,1196,264,111
2022-10-29,Instagram,Story,36469,1555,1178,288,183
2022-08-26,Facebook,Post,29442,4779,20,136,103
2023-10-09,Pinterest,Story,29559,2994,1119,130,6
2023-10-25,Pinterest,Post,48421,2869,1148,164,50
2022-08-24,Instagram,Reel,33326,5208,257,157,57
2022-07-22,Facebook,Reel,30797,6759,1088,0,191
2022-09-13,Facebook,Story,44390,6705,35,91,108
2023-08-21,Pinterest,Post,21822,7691,1049,150,110
2023-10-24,Instagram,Story,36239,1234,735,117,153
2022-08-23,Facebook,Story,10219,338,293,212,185
2023-06-18,Pinterest,Post,14517,6393,502,9,30
2024-05-09,TikTok,Story,8814,1861,552,286,193
2024-02-09,Instagram,Reel,28795,577,965,140,91
2023-06-25,TikTok,Video,10128,966,136,57,105
2022-08-01,Instagram,Video,42622,1758,862,257,12
2023-04-08,Pinterest,Story,11992,3624,1160,299,145
2023-03-12,Facebook,Post,36613,3369,525,0,118
2022-10-10,Facebook,Post,15857,1456,34,122,140
2022-03-29,Facebook,Reel,33829,1291,631,15,114
2024-12-03,Instagram,Post,20865,5256,8,282,151
2023-04-06,Pinterest,Post,39529,7299,513,193,56
2022-10-05,TikTok,Reel,2237,3183,20,11,125
2023-02-25,Pinterest,Story,9596,848,1001,165,156
2023-11-27,TikTok,Video,20438,1573,960,153,183
2023-05-30,Instagram,Reel,13182,7259,1135,33,53
2023-12-04,Instagram,Story,27999,4157,267,140,132
2022-01-19,TikTok,Reel,44991,4978,1093,229,162
2022-01-23,TikTok,Story,45366,7963,269,230,18
2023-02-17,TikTok,Reel,42394,2938,382,258,182
2024-11-19,Pinterest,Story,46657,2740,967,150,76
2022-04-18,TikTok,Reel,41534,4141,1180,162,68
2022-05-16,Instagram,Story,794,7332,480,-19,43
2022-12-28,Instagram,Reel,33036,1291,333,173,37
2022-05-09,Facebook,Video,25096,5818,1191,145,61
